0,设 A，B 为n阶矩阵， 则 $|-2(\begin{array}{cc}A^T & O \\ O & B^{-1}\end{array})|$ 等于(),$-2|A^T||B|$,$(-2)^{2n}|A||B|^{-1}$,$(-2)^n|A||B|^{-1}$,$-2|A||B|^{-1}$,B,首先，我们根据矩阵乘法的性质，计算左边的表达式：-2(\begin{array}{cc}A^T & O \\ O & B^{-1}\end{array})= -2\begin{pmatrix}A^T & O \\ O & B^{-1}\end{pmatrix} = \begin{pmatrix}2A^T & 0 \\ 0 & 2B^{-1}\end{pmatrix}然后，我们计算其模：|-2(\begin{array}{cc}A^T & O \\ O & B^{-1}\end{pmatrix})| = |-2\begin{pmatrix}A^T & O \\ O & B^{-1}\end{pmatrix}| = |-2| \cdot |A^T|\cdot |B^{-1}| = 2|A^T|\cdot |B^{-1}|所以，答案是A：-2|A^T||B|.
1,设函数 $f(x)=\frac{1}{e^{\frac{x}{x-1}}-1}$， 则 ( ),$x=0， x=1$ 都是 $f(x)$ 的第一类间断点;,$x=0$ 是 $f(x)$ 的第一类间断点， $x=1$ 是 $f(x)$ 的第二类间断点;,$x=0， x=1$ 都是 $f(x)$ 的第二类间断点;,$x=0$ 是 $f(x)$ 的第二类间断点， $x=1$ 是 $f(x)$ 的第一类间断点,D,首先，我们来分析函数$f(x)$在$x=0$和$x=1$两点的极限值。当$x$趋近于0时，分母趋近于0但比0大，所以 we have:$$\lim_{{x \to 0}} f(x) = \lim_{{x \to 0}} \frac{1}{e^{\frac{x}{x-1}}-1} = 1$$当$x$趋近于1时，分母趋近于1，所以:$$\lim_{{x \to 1}} f(x) = \lim_{{x \to 1}} \frac{1}{e^{\frac{x}{x-1}}-1} = \frac{1}{e-1}$$根据极限的定义，当$x$趋近于0时，$f(x)$的值趋近于1，所以$x=0$是$f(x)$的间断点，属于第一类间断点。当 $x$ 趋近于1时，$f(x)$的值趋近于$\frac{1}{e-1}$，所以$x=1$是$f(x)$的间断点，也属于第一类间断点。综上，选项A正确，答案是A: $x=0， x=1$ 都是 $f(x)$ 的第一类间断点。
2,下列各对函数中， ( ) 是相同的.,$f(x)=\ln x^3，g(x)=3 \ln x$,$f(x)=\ln x^2， g(x)=2 \ln x$,$f(x)=\sqrt{x^2}， g(x)=x$,$f(x)=\frac{x^2-1}{x+1}， g(x)=x-1$,A,无法解析题目，因为题目没有给出具体选项。题目要求判断哪对函数相同，需要给出选项才能判断。
3,微分方程 $y^{\prime \prime}+2 y^{\prime}+2 y=\mathrm{e}^{-x} \sin x$ 的特解形式为 ( ).,$\mathrm{e}^{-x}(a \cos x+b \sin x)$,$\mathrm{e}^{-x}(a \cos x+b x \sin x)$,$\mathrm{e}^{-x}(a x \cos x+b \sin x)$,$x \mathrm{e}^{-x}(a \cos x+b \sin x)$,D,首先，我们找一个特解y，使得它满足这个微分方程。我们假设这个特解的形式为e^(-x)p(x) + c，其中p(x)和c是常数。对这个特解，我们首先求其导数：y' = d/dx (e^(-x)p(x) + c)= -e^(-x)dp(x) + e^(-x)c然后我们再求这个导数的导数：y'' = d^2/dx^2 (e^(-x)p(x) + c)= -e^(-x)dp(x) + e^(-x)c由于y'' + 2y' + 2y = e^(-x)sin(x)，我们发现这个特解满足微分方程。现在我们来求这个特解的系数p(x)和c。比较y和y''，我们发现：dp(x)/dx = -e^(-x)dp(x) + e^(-x)c这告诉我们，dp(x) = -e^(-x)dp(x) + e^(-x)c因为dp(x)是关于x的未知函数，所以dp(x) = 0。所以，我们可以得到：p(x) = 0这告诉我们，我们的特解形式为y = c，其中c是常数。所以，这个特解的形式为：y = c将c带入原方程，我们得到：2 = c所以，这个特解的形式为：y = c = 2所以答案是：C. y = 2
4,设A为n阶方阵， 且 $|A| \neq 0$， 则（）.,以上都不对,由AX=BA， 可得X=B,当$(A，E)$经有限次初等变换变为$(E，B)$时， 有$A^{-1}=B$,A经初等列变换可变为单位阵$E$,D,由于题目描述不清晰，我们不给出答案。但是根据题目所给信息，我们可以分析每个选项的正确性。A. 以上都不对：这个选项表明了题目可能存在错误，因为至少有一个选项是正确的。B. 由AX=BA，可得X=B：这个选项不正确。虽然交换矩阵的逆矩阵与它的矩阵相等，但题目并没有给出这样的信息。C. 当$(A，E)$经有限次初等变换变为$(E，B)$时，有$A^{-1}=B$：这个选项也是不正确的。D. A经初等列变换可变为单位阵$E$：这个选项的正确性无法确定。所以，由于我们无法确定选项D的正确性，因此无法给出答案。
5,阶行列式 $D_4=\left|\begin{array}{cccc}a_1 & 0 & 0 & b_1 \\ 0 & a_2 & b_2 & 0 \\ 0 & b_3 & a_3 & 0 \\ b_4 & 0 & 0 & a_4\end{array}\right|$ 的值等于 ( ).,$\left(a_1 a_2-b_1 b_2\right)\left(a_3 a_4-b_3 b_4\right)$;,$\left(a_2 a_3-b_2 b_3\right)\left(a_1 a_4-b_1 b_4\right)$.,$a_1 a_2 a_3 a_4+b_1 b_2 b_3 b_4$;,$a_1 a_2 a_3 a_4-b_1 b_2 b_3 b_4$;,B,首先，我们可以使用拉普拉斯展开式来计算阶行列式的值。根据拉普拉斯展开式，对于任意实数或复数矩阵A，有$$(A + B) = A \cdot B + C$$其中，C是A关于第一行的代数余子式。现在我们根据题目给出的阶行列式，尝试找到与它形式相匹配的拉普拉斯展开式的形式。我们设$$A = \begin{vmatrix} a_1 & 0 & 0 & b_1 \\ 0 & a_2 & b_2 & 0 \\ 0 & b_3 & a_3 & 0 \\ b_4 & 0 & 0 & a_4 \end{vmatrix}$$根据拉普拉斯展开式，我们可以将A进行展开得到$$A = a_1 \cdot a_2 - b_1 \cdot b_2 + a_2 \cdot a_3 - b_2 \cdot b_3 + a_3 \cdot a_4 - b_3 \cdot b_4$$将上式与题目中给出的选项进行对比，可以发现选项A与上式的形式相匹配，因此答案是：$$\boxed{\text{A. } \left(a_1 a_2-b_1 b_2\right)\left(a_3 a_4-b_3 b_4\right)}$$
6,函数 $f(x)=\frac{x-x^3}{\sin \pi x}$ 的可去间断点个数为（）,2,无穷多个,1,3,D,C. 1
7,设 $A，B$ 为随机事件， $P(A)=P(B)=\frac{3}{4}$， 则 $P(A-B)=\frac{1}{4}$ 成立的一个充分条 件为 ( ),$A=B$,$A B=\varnothing$,$A， B$ 相互独立,$A \bigcup B=\Omega$,D,充分条件为 C. $A，B$ 相互独立。解题过程如下：由题意知，$P(A)=P(B)=\frac{3}{4}$，且 $A-B=A$ 或 $B$。对于任意的事件 $A$ 和 $B$，有 $P(A-B)=P(A)+P(B)-P(A)P(B)$。当 $A$ 和 $B$ 相互独立时，$P(A)P(B)=0$，所以 $P(A-B)=P(A)+P(B)$。此时，$P(A-B)=\frac{3}{4}+\frac{3}{4}=\frac{3}{2}$，而题目中给出 $P(A-B)=\frac{1}{4}$，所以 $P(A)=P(B)=\frac{3}{4}$ 不满足条件，选项 C 错误。若 $A=B$，则 $P(A-B)=P(A)+P(A)=2P(A)=\frac{3}{2}$，不成立，选项 A 错误。对于 $A\bigcup B$，如果 $A\bigcup B={\Omega}$，则 $P(A)\geq P(A\bigcup B)>P(A-B)$ 或 $P(B)\geq P(A\bigcup B)>P(A-B)$。由题目给定 $P(A)=P(B)=\frac{3}{4}$，所以 $P(A)\geq P(A\bigcup B)>\frac{3}{2}>P(A-B)$，不成立，选项 D 错误。综上，选项 C 满足题目条件，$P(A-B)=\frac{1}{4}$ 成立的一个充分条件为 $C$。
8,设 $A，B$ 为n阶非零矩阵， 且AB=0$. 则A和B的秩,一个小于n，一个等于n,都小于n,都等于n,必有一个等于零,B,C. 都等于n
9,具有特解 $y_1=e^{-x}， y_2=2xe^{-x}， y_3=3e^x$ 的三阶常系数齐次线性方程是 () .,$y'''-2y''-y'+2y=0$,$y'''+y''-y'-y=0$,$y'''-y''-y'+y=0$,$y'''-6y''+11y'-6y=0$,B,首先，根据题目给出的特解，我们可以知道这是一个三阶齐次线性方程，因为它的最高阶导数是 $y_1' = -e^{-x}$，一阶导数是 $y_1 = e^{-x}$，二阶导数是 $y_1'' = e^{-x}$。然后我们比较选项，可以发现只有选项C的方程符合题目的要求，即 $y'''-y''-y'+y=0$。所以，正确答案是C。
