0,在某校班际篮球联赛中，每场⽐赛都要分出胜负，每队胜⼀场得3分，负⼀场得1分，如果某班要在第⼀轮的28场⽐赛中⾄少得43分，那么这个班⾄少要胜多少场,6,5,7,8,D,A. 6
1,三洋电视机⼚为了能清楚地表示出上半年⽉产量的多少与增减变化的情况，应绘制,不确定,扇形统计图,条形统计图 ,折线统计图 ,D,D. 折线统计图。
2,明明今年⼏岁? 爸爸今年39岁。您的年龄⽐我的2倍多11岁,13,15,12,14,D,C. 12
3,$\frac{2}{5}$的分⺟增加15，要使分数⼤⼩不变，分⼦应扩⼤,6倍,15倍,3倍,4倍,D,B. 15倍
4,⽤⼀块⻓28.26厘⽶、宽15.7厘⽶的⻓⽅形铁⽪，应该配上直径（ ）厘⽶的圆形铁⽪就可以做成⼀个容积最⼤的容器,2.5,5,9,4.5,C,做容器需要保证铁皮的利用率，也就是铁皮的面积与最后容器的容积的比最大。设圆形铁皮的直径为d米，那么它的面积为π(d/2)^2 = πd^2/2。根据题目给出的长方形铁皮的面积，我们知道长方形铁皮的面积为28.26厘米*15.7厘米=440.19厘米^2。所以，要使容器的利用率最大化，我们需要找到一个d，使得圆形铁皮的面积与长方形铁皮的面积的比值最大。我们可以发现，当d=5时，圆形铁皮的面积为π*5^2/2=25π，与长方形铁皮的面积的比值最大。所以，答案是B. 5。
5,我国股市交易中，每买、卖一次都要交7.5%的各种费用，某投资者以每股10元的价格买入上海某股1000股，当该股涨到12元时，他全部卖出后盈利为,1910元,1925元,2000元,1835元,D,A. 1910元
6,某公司今年4⽉的营业额为2500万元，按计划第⼆季度的总营业额要达到9100万元，设该公司5、6 两⽉的营业额的⽉平均增⻓率为 x，根据题意列⽅程，则下列⽅程正确的是,$2500(1+x)^{2}=9100$,$2500(1+x)+2500(1+x)^{2}=9100$,$2500+2500(1+x)+2500(1+x)^{2}=9100$,$2500(1+x\%)^{2}=9100$,C,根据题意，4月份的营业额，5月份的营业额和6月份的营业额分别是2500万元、2500(1+x)万元和2500(1+x)^2万元。6月份的营业额比5月份增长了(1+x)^2，3月份比4月份增长了1+x，所以5月份的营业额为2500(1+x)万元。6月份的营业额比5月份增长了2500(1+x)万元。根据题意，6月份的总营业额为9100万元，所以我们可以得到以下方程：2500(1+x)^2 = 9100所以正确的选项是A: $2500(1+x)^{2}=9100$。
7,⼀个商⼈把⼀件连⾐裙标价为640元，经⼯商⼈员核价，降⾄60元出售，仍可获利20%，如按原标价出售则⼀条裙⼦可获暴利（ ）元,610,600,590,620,C,D. 620
8,⼀元⼆次⽅程$x^{2}-8x=48$可表示成 $(x-a)^{2}=48+b$形式，其中a，b为整数，求a+b之值为,-20,12,-12,20,D,为了将一元二次方程 $x^2 - 8x = 48$ 表示成 $(x-a)^2 = 48+b$ 的形式，我们需要先对等式两边进行完全平方项的移项。首先，将方程两边同时加 $16$，得：$x^2 - 8x + 16 = 64$这可以写成 $(x-4)^2 = 64$。然后，将方程两边同时减去 $64$，得：$(x-4)^2 - 64 = 0$这可以写成 $(x-4)^2 = 80$。由于 $80 = 8 \times 10 + 4$，所以 $a=4$，$b=4$。最后，求 $a+b$ 的值，得：$a+b = 4+4 = 8$。但是，请注意，题目中给出的选项中没有 8 这个答案。所以，可能题目有误，或者我们的方法有误。
9,－3.782,不是分数，是有理数,是分数，不是有理数 ,是负数，也是分数 ,是负数，不是分数,C,A. 不是分数，是有理数
