0,"设集合$M=\left\{ -1,0,2,8 \right\},N=\left\{x|x\leqslant 2 \right\}$ ，则 $M\cap N =$","{—1,0,1} ","{0,1,2} ","{0,1} ","{—1,0,1,2} ",D,"D. {—1,0,1,2}"
1,命题“若⼀个数是负数，则它的平⽅是正数”的逆命题是,“若⼀个数的平⽅是正数，则它是负数”,“若⼀个数不是负数，则它的平⽅不是正数”,“若⼀个数是负数，则它的平⽅不是正数”,“若⼀个数的平⽅不是正数，则它不是负数”,A,C. “若一了个数是负数，则它的平方不是正数”。
2,若数列${a_n}$的通项公式是$a_n=2(n+1)+3$则此数列,是公差为5的等差数列,不是等差数列,是公差为2的等差数列 ,是公差为3的等差数列,C,首先，我们需要知道等差数列和等差数列的通项公式。等差数列是指一个数列，其中每个相邻的元素之差相等。等差数列的通项公式为 $a_n=a_1+(n-1)d$，其中 $a_1$ 是首项，$d$ 是公差。现在我们来检查给定的数列 ${a_n}$ 的通项公式 $a_n=2(n+1)+3$。首先，我们可以看到数列 ${a_n}$ 的通项公式与等差数列的通项公式形式非常相似，只是常数项不同。如果 $a_n=2(n+1)+3$ 中，$2(n+1)+3$ 是首项，那么首项 $a_1=2(1+1)+3=8$。公差 $d=2(1+1)=4$。所以，我们可以说 ${a_n}$ 的形式与等差数列相似，但是首项和公差并不相同。因此，答案是 B. 不是等差数列。
3,在△ABC中，a，b，c分别是⻆A，B，C所对的边，且a＝6，b＝8，A＝30°，则满⾜条件的三⻆形有,无数个,1个,0个,2个,D,A. 无数个
4,设$\bigtriangleup ABC$的内角A，B，C所对边的长分别是a，b，c，若$a^{2}=b^{2}+c^{2}-bc$，则A=,$2\frac{\pi}{3}$,$\frac{\pi}{4}$,$\frac{\pi}{6}$,$\frac{\pi}{3}$,D,C. $\frac{\pi}{6}$
5,下列正确的是,{0}=0 ,0属于{0} ,以上都不对,0真包含于{0},B,D. 0真包含于{0}。
6,设等比数列{a_n}的前n项的和为S_n，若S_10:S_5=1:2，则S_15:S_5等于,2:3,1:3,1:2,3:4,D,"由于{a_n}是等比数列,设公比为r,则有a_1 = a, r = 2a/3。前n项的和公式为:S_n = a + a*r + ... + a*r^(n-1) = na/2。根据题意,有S_10:S_5 = 1:2,即10a/2 : 5a/2 = 1:2,化简得 10a = 5a,解得 a = 0。即这个等比数列的第一项为0,而公比为正数,所以此等比数列不存在。因此,S_15:S_5 = 0:0 = 1:0 = 1:3。所以答案是 B. 1:3。"
7,某学院的A，B，C三个专业共有1200名学⽣，为了调查这些学⽣勤⼯俭学的情况，拟采⽤分层抽样的⽅法抽取⼀个容量为120的样本．已知该学院的A专业有380名学⽣，B专业有420名学⽣，则在该学院的C专业应抽取的学⽣是 ,120名,38名,40名,42名,A,C. 40名。
8,"已知a=log_{2}0.2, b=2^0.2, c=0.2^0.3，则",a<b<c,c<a<b,b<c<a,a<c<b,D,首先我们来分析一下每个选项：A. a<b<cB. c<a<bC. b<c<aD. a<c<b我们来比较一下：a = log_{2}0.2 ≈ -1.6b = 2^0.2 ≈ 1.41c = 0.2^0.3 ≈ 0.707从以上结果可以看出，b的值大于a的值，a的值大于c的值，所以满足a<b<c的条件，即选项A是正确的。所以，答案是A. a<b<c。
9,某校现有⾼⼀学⽣210⼈，⾼⼆学⽣270⼈，⾼三学⽣300⼈，⽤分层抽样的⽅法从这三个年级的学⽣中随机抽取n名学⽣进⾏问卷调查，如果已知从⾼⼀学⽣中抽取的⼈数为7，那么从⾼三学⽣中抽取的⼈数应为,9,26,25,10,D,C. 25
10,下列元素中属于集合{x|x=2k k是⾃然数}的是,-2,3,10,7,C,"D. 7集合{x|x=2k, k是自然数}表示的是所有是形如2k的自然数，其中自然数是正整数。7是形如2k的自然数，因此选项D是正确的。"
11,"在$\bigtriangleup ABC$中，$cos\frac{C}{2}=\frac{\sqrt{5}}{5},BC=1, AC=5$，则AB等于",$2\sqrt{5}$,$4\sqrt{2}$,$\sqrt{29}$,$\sqrt{30}$,B,"首先，根据半角公式，$\cos C = 2\cos^2\left(\frac{C}{2}\right) - 1 = \frac{2\sqrt{5}}{5}$。然后，我们使用余弦定理：$a^2 = b^2 + c^2 - 2bc\cos A = (b+c)^2 - 3bc\cos A$。因为$\cos A = \cos(180^\circ - C) = \cos\left(\frac{C}{2}\right) = \frac{2\sqrt{5}}{5}$，所以$a^2 = b^2 + c^2 + 3bc - 3bc\cdot\frac{2\sqrt{5}}{5} = b^2 + c^2 + \frac{3}{5}bc$。根据正弦定理，$a = 2r\sin A = 5r\sin C = 5\sqrt{5}sina$，其中$r$是三角形的外接圆半径。将$a$代入$a^2 + bc = 5\sqrt{5}sina^2 + bc$，得$25sina^2 + bc = bc + bc = 2bc$，所以$sina^2 = 1/5$，即$sina = \pm 1/\sqrt{5}$。由于外接圆是正的，所以$sina = 1/\sqrt{5}$，即$ab = 1/2$。代入$a = 5r\sin C = 5\sqrt{5}sina = 5/2$，得$b = 2/5$。然后根据正弦定理，$bc = 5\sqrt{5}sina = 10/2 = 5$。所以$a^2 + 5 = 25sina^2 = 25 \cdot 1/5 = 5$，所以$ab = 1/2 + 5 - 5 = 1/2$。所以$AB = AC = 5$。答案是：A. $2\sqrt{5}$B. $4\sqrt{2}$C. $\sqrt{29}$D. $\sqrt{30}$由于 $AC = BC = 5, A = 180^\circ, C = 2\times 180^\circ - A = 180^\circ - A = 180^\circ - 180^\circ = 0^\circ$ (不成立)，所以这个三角形不成立，所以 $AB = 5$"
12,"若x\in R, 则“x>1” 是 ""|x|>1""的",既⾮充分也⾮必要条件,充分⾮必要条件,充分必要条件,必要⾮充分条件,B,A. 既⾮充分也⾮必要条件
13,在集合﹛1，2，3，4…，10﹜中任取⼀个元素，所取元素恰好满⾜⽅程cos（30°•x ）= 1/2 的概率为,1/5,1/4,1/6,1/3,A,C. 1/6
14,下列求导运算正确的事,(x^3)'=3x^2,(x^2 cos(x))'=-2xsin(x),(x^2+1)'=2x+1,(1/x)'=1/x^2,A,A. (x^3)'=3x^2B. (x^2 cos(x))'=-2xsin(x)C. (x^2+1)'=2x+1D. (1/x)'=1/x^2
