0,"设集合$M=\left\{ -1,0,2,8 \right\},N=\left\{x|x\leqslant 2 \right\}$ ，则 $M\cap N =$","{—1,0,1} ","{0,1,2} ","{0,1} ","{—1,0,1,2} ",D,"D. {—1,0,1,2}"
1,命题“若⼀个数是负数，则它的平⽅是正数”的逆命题是,“若⼀个数的平⽅是正数，则它是负数”,“若⼀个数不是负数，则它的平⽅不是正数”,“若⼀个数是负数，则它的平⽅不是正数”,“若⼀个数的平⽅不是正数，则它不是负数”,A,C. “若一一数是负数，则它的平方不是正数”
2,若数列${a_n}$的通项公式是$a_n=2(n+1)+3$则此数列,是公差为5的等差数列,不是等差数列,是公差为2的等差数列 ,是公差为3的等差数列,C,题目没有给出选项，所以我无法给出答案。但是，根据通项公式$a_n=2(n+1)+3$，我们可以计算出数列的公差。公差$d$可以通过计算相邻两项的差来得到：$d = a_2 - a_1 = (2(2+1) + 3) - (2(1) + 3) = 5 - 5 = 0$由于公差$d=0$，这表明数列是等差数列。同时，数列的通项公式中，$n$的系数是2，常数项是3，所以数列是公差为1的等差数列。因此，答案是：C. 是公差为2的等差数列
3,在△ABC中，a，b，c分别是⻆A，B，C所对的边，且a＝6，b＝8，A＝30°，则满⾜条件的三⻆形有,无数个,1个,0个,2个,D,D. 2个
4,设$\bigtriangleup ABC$的内角A，B，C所对边的长分别是a，b，c，若$a^{2}=b^{2}+c^{2}-bc$，则A=,$2\frac{\pi}{3}$,$\frac{\pi}{4}$,$\frac{\pi}{6}$,$\frac{\pi}{3}$,D,C. $\frac{\pi}{6}$
5,下列正确的是,{0}=0 ,0属于{0} ,以上都不对,0真包含于{0},B,"C。解析：选项A是错误的，因为集合的定义是一个含数的集合，而{0}是一个含有0的集合，这两个集合是不同的。选项B也是错误的，因为集合的定义是一个含数的集合，0是集合{0}的一个元素，但不意味着0属于{0}。选项C是正确的，因为0是集合{0}的一个元素，即{0} = {0,0}。选项D是错误的，因为集合{0}是一个单元素集合，不包含任何其他元素。"
6,设等比数列{a_n}的前n项的和为S_n，若S_10:S_5=1:2，则S_15:S_5等于,2:3,1:3,1:2,3:4,D,A
7,某学院的A，B，C三个专业共有1200名学⽣，为了调查这些学⽣勤⼯俭学的情况，拟采⽤分层抽样的⽅法抽取⼀个容量为120的样本．已知该学院的A专业有380名学⽣，B专业有420名学⽣，则在该学院的C专业应抽取的学⽣是 ,120名,38名,40名,42名,A,C. 40名。
8,"已知a=log_{2}0.2, b=2^0.2, c=0.2^0.3，则",a<b<c,c<a<b,b<c<a,a<c<b,D,首先，我们来计算每个值的大小。a = log2(0.2) ≈ -1.62b = 2^(0.2) ≈ 1.12c = 0.2^(0.3) ≈ 0.79由此我们可以看出，a的值小于0，而b和c的值都大于0。且b的值大于c的值，而c的值又大于a的值。因此，可以得出结论：b > c > a。所以，答案是：C. b<c<a。
9,某校现有⾼⼀学⽣210⼈，⾼⼆学⽣270⼈，⾼三学⽣300⼈，⽤分层抽样的⽅法从这三个年级的学⽣中随机抽取n名学⽣进⾏问卷调查，如果已知从⾼⼀学⽣中抽取的⼈数为7，那么从⾼三学⽣中抽取的⼈数应为,9,26,25,10,D,C. 25
10,下列元素中属于集合{x|x=2k k是⾃然数}的是,-2,3,10,7,C,D. 7
11,"在$\bigtriangleup ABC$中，$cos\frac{C}{2}=\frac{\sqrt{5}}{5},BC=1, AC=5$，则AB等于",$2\sqrt{5}$,$4\sqrt{2}$,$\sqrt{29}$,$\sqrt{30}$,B,首先，根据半角公式，我们有$cosC=2cos^2\frac{C}{2}-1=2\cdot\frac{\sqrt{5}}{5}^2-1=\frac{2\sqrt{5}}{5}-1=2\sqrt{5}-2.8571429549235486$。然后，由余弦定理，我们有$AB^2=AC^2+BC^2-2AC\cdot BC\cdot cosC=5^2+1^2-(2\cdot 5\cdot 1)\cdot 2\sqrt{5}-2.8571429549235486=19-20\sqrt{5}$。我们来计算这个值。
12,"若x\in R, 则“x>1” 是 ""|x|>1""的",既⾮充分也⾮必要条件,充分⾮必要条件,充分必要条件,必要⾮充分条件,B,A. 既⾮充分也⾮必要条件
13,在集合﹛1，2，3，4…，10﹜中任取⼀个元素，所取元素恰好满⾜⽅程cos（30°•x ）= 1/2 的概率为,1/5,1/4,1/6,1/3,A,首先，我们来求解方程cos(30°•x) = 1/2的解。cos(30°•x) = 1/2由于cos(30°•x) = √3/2，所以有：√3/2 = 1/2解这个方程，我们得到：x = √3/3 (约等于0.866)所以，当x = √3/3时，方程成立。然后，我们来求在集合{1，2，3，4…，10}中，x = √3/3时的概率。x = √3/3 约等于 3.68。在集合{1，2，3，4…，10}中，x = 3或x = 6，8或10满足方程。所以，所求概率为4/10 = 2/5。但是，题目中给出的选项没有2/5，那么我们可以确定，题目给出的选项有误，无法从题目中找到正确答案。
14,下列求导运算正确的事,(x^3)'=3x^2,(x^2 cos(x))'=-2xsin(x),(x^2+1)'=2x+1,(1/x)'=1/x^2,A,B. (x^2 cos(x))'=-2xsin(x)
